,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1078,269001360,20150422T000000,775000.0,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596
6506,1560930050,20150325T000000,557500.0,3,2.0,2510,35255,1.0,0,2,3,9,2510,0,1994,0,98038,47.4012,-122.025,3140,36450
19554,224059025,20140620T000000,1080000.0,3,3.0,4910,43560,2.0,0,0,4,10,4000,910,1989,0,98007,47.5911,-122.131,3540,12288
5436,7301300050,20141119T000000,375000.0,3,2.5,1930,6180,1.0,0,0,3,7,1330,600,1961,0,98155,47.7481,-122.327,1940,6180
16287,3668000500,20141222T000000,260000.0,3,2.25,1950,9600,1.0,0,0,4,7,1200,750,1987,0,98092,47.2762,-122.148,1760,8850
15082,7857003318,20140816T000000,320000.0,3,1.0,1330,5850,1.0,0,0,3,7,930,400,1954,0,98108,47.5498,-122.298,1440,5850
7930,5419800220,20140610T000000,250000.0,3,1.75,1590,7560,1.0,0,0,3,7,1130,460,1984,0,98031,47.4016,-122.18,1500,7560
1209,3971700560,20150421T000000,392400.0,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373
12182,7922800160,20140509T000000,511555.0,3,2.0,1400,7293,1.0,0,0,4,7,1400,0,1963,0,98008,47.586,-122.12,1600,7960
2283,5017000575,20141124T000000,569000.0,3,2.0,1990,3000,1.5,0,0,3,7,1230,760,1908,1970,98112,47.6272,-122.29,1600,4080
5142,5525400420,20140514T000000,565000.0,4,2.5,2240,14667,2.0,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243
11365,2143700935,20140903T000000,317000.0,6,3.5,2120,5840,2.0,0,0,5,7,2120,0,1979,0,98055,47.4788,-122.227,1860,8000
13598,5350200870,20150326T000000,925000.0,4,2.75,3010,3400,2.0,0,2,3,9,2240,770,1923,2009,98122,47.6142,-122.284,1940,5080
4136,7852070090,20150116T000000,700000.0,3,2.5,3110,11727,2.0,0,2,3,9,3110,0,2002,0,98065,47.5445,-121.871,4240,13353
4958,3158500250,20140514T000000,317000.0,3,2.5,1840,5011,2.0,0,0,3,8,1840,0,2012,0,98038,47.3555,-122.054,2000,4793
1929,2767603215,20140516T000000,490000.0,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275
10387,3361402041,20141030T000000,134000.0,3,1.0,1270,8508,1.0,0,0,4,6,650,620,1942,0,98168,47.4961,-122.322,1200,9415
6511,1024039049,20140512T000000,1015000.0,3,2.5,2920,34527,1.0,0,4,4,9,1800,1120,1954,1983,98116,47.5799,-122.4,2480,7933
10313,1021000060,20150304T000000,550500.0,2,1.5,930,7400,1.0,0,2,4,7,830,100,1909,0,98116,47.5691,-122.408,1920,4152
7382,6745700190,20150407T000000,880000.0,3,1.75,2070,5000,1.5,0,0,3,8,2070,0,1920,0,98144,47.5828,-122.291,2630,5000
16915,7140600225,20150217T000000,137000.0,3,1.0,1300,10125,1.0,0,0,4,6,1300,0,1959,0,98002,47.2921,-122.215,1300,10125
13123,2322069010,20141007T000000,1180000.0,5,5.0,3960,94089,2.0,0,0,3,10,3960,0,1998,0,98038,47.38,-122.011,2240,64468
16761,2111010080,20140617T000000,330000.0,3,2.5,3040,7232,2.0,0,0,3,7,3040,0,2003,0,98092,47.3355,-122.168,2760,6926
20616,5137800030,20140701T000000,300000.0,4,2.5,2303,3826,2.0,0,0,3,8,2303,0,2006,0,98092,47.3258,-122.165,2516,4500
1217,6321000045,20141222T000000,1875000.0,5,3.25,4110,7920,2.0,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800
4218,1025039086,20140916T000000,1875000.0,3,2.5,3280,29111,2.0,1,3,3,11,3280,0,1925,0,98199,47.6699,-122.416,3530,21074
12313,7519001275,20150301T000000,624000.0,3,1.75,1510,5200,1.0,0,0,4,7,860,650,1922,0,98117,47.6864,-122.365,1650,4160
5563,5420800010,20140508T000000,266000.0,3,2.5,1940,8547,1.0,0,0,3,7,1460,480,1989,0,98030,47.3491,-122.177,1750,7803
475,3629920030,20140808T000000,520000.0,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,2003,0,98029,47.5461,-121.998,1580,3000
8300,7575600100,20140502T000000,285000.0,3,2.5,2090,10834,1.0,0,0,4,8,1360,730,1987,0,98003,47.3537,-122.303,1750,8595
3770,2112700600,20150513T000000,415000.0,3,2.25,1640,5880,1.0,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760
9381,7732650120,20140728T000000,1050000.0,4,2.5,2750,9949,2.0,0,0,3,10,2750,0,1999,0,98007,47.6595,-122.147,2750,9860
20532,1900600015,20150227T000000,550000.0,3,2.5,1930,6604,2.0,0,0,3,7,1930,0,2014,0,98166,47.4692,-122.351,910,6604
11044,9407001620,20140812T000000,280000.0,3,2.5,1370,22326,2.0,0,0,3,7,1370,0,1993,0,98045,47.4469,-121.775,1580,10920
11245,3546000070,20140617T000000,255000.0,3,1.75,1700,7532,1.0,0,0,3,7,1700,0,1987,0,98030,47.355,-122.176,1690,7405
16186,4319200605,20140628T000000,475000.0,3,2.5,1700,9100,1.0,0,0,3,8,1160,540,1998,0,98126,47.5369,-122.378,1590,8374
11319,3396830310,20150407T000000,729000.0,4,2.5,2450,27081,2.0,0,0,3,8,2450,0,1985,0,98052,47.7177,-122.104,2630,12025
2609,2193340140,20140814T000000,540000.0,4,2.5,1850,7850,2.0,0,0,3,8,1850,0,1985,0,98052,47.6914,-122.103,1830,8140
17033,9189700255,20150105T000000,165000.0,3,1.0,970,7503,1.0,0,0,4,6,970,0,1967,0,98058,47.4688,-122.163,1230,9504
5598,2923049372,20140506T000000,362000.0,3,2.25,1640,14374,1.0,0,0,4,7,1140,500,1963,0,98148,47.4476,-122.332,2020,10500
8933,2508800220,20150325T000000,284000.0,4,2.5,1830,6360,2.0,0,0,3,8,1830,0,1994,0,98031,47.4184,-122.18,1830,6596
11640,5634500891,20150312T000000,319900.0,2,1.0,1380,9251,1.0,0,0,3,7,1380,0,1940,0,98028,47.7486,-122.249,1870,12158
5178,6447300345,20150406T000000,1160000.0,4,3.0,2680,15438,2.0,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406
19216,3964400120,20150508T000000,512500.0,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,47.5746,-122.311,1450,4240
10288,9346920070,20140822T000000,583000.0,3,1.75,1930,10183,1.0,0,0,4,8,1480,450,1975,0,98006,47.5624,-122.135,2320,10000
21002,1226039124,20150428T000000,529000.0,2,2.0,1540,9714,2.0,0,0,3,8,1540,0,2008,0,98177,47.7628,-122.359,1840,8179
12239,7852011040,20140521T000000,589000.0,4,2.5,2910,5776,2.0,0,2,3,8,2910,0,1998,0,98065,47.5388,-121.87,2550,6750
2763,6690500070,20140721T000000,579000.0,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,1926,0,98103,47.6867,-122.354,1180,3030
16727,6802200280,20141110T000000,279000.0,3,2.5,2010,11618,2.0,0,0,3,7,2010,0,1990,0,98022,47.1956,-121.985,1550,9354
5531,127100005,20150401T000000,377000.0,4,1.75,1800,8385,1.0,0,0,5,6,900,900,1950,0,98133,47.7744,-122.338,1770,8385
20567,6926700654,20140921T000000,700000.0,2,2.0,1490,713,3.0,0,0,3,9,1490,0,2014,0,98109,47.6356,-122.346,1490,1110
8330,5589900761,20150501T000000,315000.0,2,1.0,770,6731,1.0,0,0,4,6,770,0,1943,0,98155,47.7505,-122.312,1120,9212
10506,7852170570,20150309T000000,535950.0,3,2.5,2370,5344,2.0,0,0,3,9,2370,0,2003,0,98065,47.54,-121.863,2990,5418
9376,6021502070,20150508T000000,600000.0,2,1.0,1410,4500,1.0,0,0,3,7,1020,390,1939,0,98117,47.6883,-122.384,1300,4500
17328,868001435,20150127T000000,2225000.0,3,3.0,3450,16740,1.0,0,4,4,9,1960,1490,1949,1993,98177,47.7067,-122.38,3220,12528
18998,3222069156,20141217T000000,270000.0,3,1.0,1010,14510,1.0,0,0,5,7,1010,0,1974,0,98042,47.3437,-122.078,2020,44866
21245,3682000050,20141013T000000,349950.0,4,2.5,2632,4117,2.0,0,0,3,8,2632,0,2013,0,98001,47.3428,-122.278,2040,5195
306,7280300196,20150403T000000,550000.0,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275
19966,1760650750,20141006T000000,320000.0,4,2.5,2300,3825,2.0,0,0,3,7,2300,0,2012,0,98042,47.3594,-122.082,2110,3825
4997,7140600190,20140905T000000,233500.0,3,1.5,1580,10517,1.0,0,0,4,6,1580,0,1957,0,98002,47.2903,-122.214,1400,10658
12087,7806210070,20150211T000000,249500.0,4,1.5,2120,8554,1.0,0,0,4,7,1170,950,1977,0,98002,47.2933,-122.195,1790,8554
10480,7129304375,20140714T000000,202000.0,1,0.75,590,5650,1.0,0,0,3,6,590,0,1944,0,98118,47.5181,-122.267,980,5650
16121,8731982630,20140522T000000,240000.0,4,2.25,1720,8300,1.0,0,0,4,8,1720,0,1973,0,98023,47.3192,-122.385,2010,8000
21501,4233600150,20150203T000000,1150000.0,5,4.25,4010,8252,2.0,0,0,3,10,4010,0,2015,0,98075,47.5974,-122.013,3370,8252
15134,3353400840,20141202T000000,230000.0,6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1903,1979,98001,47.2668,-122.252,1710,12000
19272,1337300145,20140721T000000,1800000.0,4,2.5,3320,8325,2.5,0,0,5,10,3320,0,1905,0,98112,47.6263,-122.314,3680,6050
13781,1774200230,20150120T000000,585000.0,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381
5630,2923039217,20140610T000000,350000.0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,1978,0,98070,47.4491,-122.453,1640,99316
20020,8682320600,20140911T000000,739000.0,3,2.5,2310,7348,1.0,0,3,3,8,2310,0,2010,0,98053,47.7116,-122.019,2310,7153
14764,1952000150,20140506T000000,530000.0,5,2.5,2910,9636,1.0,0,0,4,7,1690,1220,1964,0,98008,47.5803,-122.119,2830,10385
2037,8730000260,20150504T000000,369950.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090
16303,1077100020,20141231T000000,365000.0,3,1.5,1520,8519,1.0,0,0,3,7,1520,0,1954,0,98133,47.7712,-122.339,1570,9000
15299,705730280,20140819T000000,325000.0,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,1999,0,98038,47.3777,-122.023,2180,5000
11056,8835200160,20141010T000000,325000.0,2,2.0,970,5000,1.0,0,0,3,7,970,0,1983,0,98034,47.7223,-122.16,1540,5000
13879,9238450330,20141110T000000,330000.0,3,1.0,1070,10563,1.0,0,0,3,7,1070,0,1969,0,98072,47.7687,-122.166,1840,9638
1849,6052400575,20140514T000000,175000.0,2,1.0,1170,8925,1.0,0,2,3,6,1170,0,1911,0,98198,47.4017,-122.321,1380,7440
5746,9542801310,20150513T000000,267000.0,3,2.25,2510,9900,1.0,0,0,3,8,1610,900,1978,0,98023,47.2988,-122.374,1940,8510
13310,3131201563,20140625T000000,435000.0,2,1.0,1060,3036,1.5,0,0,4,6,1060,0,1943,0,98105,47.6578,-122.324,1730,5535
7778,3028200100,20140826T000000,216000.0,2,1.0,860,9000,1.0,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975
3038,9268200658,20140604T000000,280000.0,2,1.0,960,4920,1.0,0,0,3,6,960,0,1942,0,98117,47.6946,-122.362,1010,5040
10958,1652500060,20140711T000000,1650000.0,8,2.75,4040,20666,1.0,0,0,4,9,2020,2020,1962,0,98004,47.634,-122.221,3670,20500
19517,1189000180,20140910T000000,525000.0,2,1.0,1510,3360,1.0,0,0,3,7,880,630,1924,0,98122,47.6135,-122.297,1330,3360
11656,3878900681,20150121T000000,272000.0,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,98178,47.5078,-122.251,1560,5650
809,1786640070,20140806T000000,361000.0,3,2.0,1950,8698,1.0,0,0,3,8,1950,0,1999,0,98042,47.39,-122.153,2330,7212
4843,1312200080,20140528T000000,224000.0,3,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910
8684,1775700011,20150512T000000,390000.0,3,2.5,1410,26375,1.0,0,0,3,6,1410,0,1992,0,98077,47.7432,-122.076,1410,12474
891,1962200435,20141110T000000,1010000.0,4,1.0,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,47.6476,-122.318,1820,5400
10206,3878900270,20150429T000000,466000.0,4,2.0,2240,4508,1.0,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250
4388,8827900015,20140829T000000,501000.0,3,1.0,1160,4360,1.0,0,0,4,8,1160,0,1929,0,98105,47.6718,-122.291,1810,4360
12937,393000142,20141211T000000,372000.0,4,2.5,2070,8658,2.0,0,0,3,8,2070,0,1999,0,98178,47.5072,-122.257,2010,7215
16663,5561000430,20141016T000000,470000.0,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184
10584,191100140,20150316T000000,1060000.0,4,2.5,2250,10160,2.0,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10125
5282,2473002850,20150113T000000,515000.0,5,2.5,3810,15916,1.5,0,0,5,8,3810,0,1967,0,98058,47.4521,-122.14,2470,11662
5956,3328500250,20140502T000000,285000.0,4,2.5,2200,9397,2.0,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,2310,9176
1819,2251500270,20150413T000000,700000.0,4,2.25,2690,15000,2.0,0,0,3,9,1890,800,1978,0,98074,47.612,-122.064,2670,15030
16933,6448000010,20150428T000000,1388000.0,4,2.25,2940,20384,2.0,0,0,4,9,2940,0,1970,0,98004,47.6214,-122.227,3410,19910
13458,9547200530,20150112T000000,780000.0,6,4.0,3300,5720,1.0,0,0,3,8,1960,1340,1963,0,98115,47.676,-122.309,2030,4080
9833,6865200831,20140507T000000,475000.0,2,1.0,820,2723,1.0,0,0,3,7,820,0,1921,0,98103,47.6623,-122.339,1370,3850
19126,3500100047,20141008T000000,275400.0,2,1.0,890,8180,1.0,0,0,3,7,890,0,1947,0,98155,47.737,-122.3,1130,8180
16394,2968800825,20150323T000000,300000.0,3,1.75,1450,7620,1.0,0,0,4,7,1050,400,1955,0,98166,47.4569,-122.354,1380,7620
14645,3343901183,20140709T000000,340000.0,3,1.0,1600,7324,1.0,0,0,4,7,1600,0,1958,0,98056,47.5054,-122.19,1430,7249
16005,2754700095,20150316T000000,747000.0,3,1.5,1710,5120,2.0,0,0,4,7,1710,0,1920,0,98115,47.6801,-122.305,1530,5170
8448,3905040220,20140509T000000,525000.0,3,2.5,2030,6970,2.0,0,0,4,8,2030,0,1991,0,98029,47.5718,-121.999,2000,6140
4346,1112000031,20150318T000000,715000.0,3,2.25,1990,4977,3.0,0,0,3,9,1990,0,2012,0,98118,47.5404,-122.268,1280,5000
18035,8856970530,20141208T000000,326995.0,3,2.5,1860,5321,2.0,0,0,3,7,1860,0,2000,0,98038,47.3848,-122.033,1940,5205
13446,3300790540,20150109T000000,292500.0,3,2.25,1690,7320,2.0,0,0,3,7,1690,0,1987,0,98198,47.3889,-122.316,1520,7450
12172,520700125,20140805T000000,437000.0,3,2.25,1980,8775,1.0,0,0,3,7,1290,690,1959,0,98177,47.7753,-122.359,1550,9240
21123,7852140170,20150421T000000,695000.0,4,2.5,2830,14538,2.0,0,0,3,8,2830,0,2003,0,98065,47.5405,-121.882,2270,6939
6984,203100440,20140911T000000,1210000.0,3,3.75,5400,24740,2.0,0,0,3,11,5400,0,1997,0,98053,47.6426,-121.955,1690,20000
13432,6187100360,20150427T000000,294000.0,3,2.25,1700,9600,2.0,0,0,3,7,1700,0,1984,0,98042,47.39,-122.158,1930,9600
14925,2770602360,20150421T000000,671000.0,4,2.75,1890,1475,2.0,0,0,3,9,1200,690,2015,0,98199,47.6472,-122.383,1650,1682
11703,1352300520,20150113T000000,294000.0,3,3.0,1670,4120,1.5,0,0,3,7,1140,530,1929,2012,98055,47.4881,-122.199,1010,4120
4560,3226049184,20150327T000000,325000.0,2,1.0,1060,6050,1.0,0,0,3,7,940,120,1939,0,98125,47.7028,-122.321,1540,5279
929,7937600830,20140808T000000,390000.0,4,3.0,2570,262018,1.0,0,0,3,7,1420,1150,1988,0,98058,47.4417,-122.09,2260,19811
10266,5379802871,20150312T000000,217500.0,3,1.0,1040,9750,1.0,0,0,3,7,1040,0,1959,0,98188,47.4553,-122.274,1510,11100
4168,87000283,20141118T000000,359950.0,3,2.5,1980,7800,2.0,0,0,3,8,1980,0,1999,0,98055,47.4492,-122.199,1700,20580
15214,3876500290,20150305T000000,175000.0,3,1.0,1070,6164,1.0,0,0,3,7,1070,0,1967,0,98001,47.3377,-122.291,1320,7920
13042,3244500158,20140908T000000,570000.0,3,1.75,2580,40392,1.0,0,0,3,9,1390,1190,1986,0,98072,47.7637,-122.134,2460,46173
13232,8078570410,20150326T000000,279000.0,3,2.5,1920,7779,2.0,0,0,3,7,1920,0,1989,0,98031,47.4024,-122.171,1960,7536
3533,2221000100,20140507T000000,310000.0,3,1.75,1840,10723,1.0,0,0,4,7,1220,620,1974,0,98058,47.429,-122.154,1590,9820
21507,7625702441,20140808T000000,377500.0,3,2.5,1350,886,3.0,0,0,3,8,1270,80,2006,0,98136,47.5491,-122.387,1350,886
14869,1823069213,20140505T000000,249950.0,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,1958,0,98059,47.4873,-122.099,1510,41416
5832,5702500050,20141104T000000,280000.0,1,0.0,600,24501,1.0,0,0,2,3,600,0,1950,0,98045,47.5316,-121.749,990,22549
11097,8955800045,20150512T000000,530000.0,2,2.25,2080,11285,1.0,0,0,4,8,1180,900,1954,0,98042,47.3628,-122.147,2590,13048
17077,7229900005,20141010T000000,350000.0,3,1.5,1860,17640,1.0,0,0,4,7,1860,0,1966,0,98059,47.484,-122.111,1860,17820
16308,5559200020,20150227T000000,248500.0,3,2.0,1240,12285,1.0,0,0,3,7,620,620,1939,1991,98023,47.3219,-122.341,1560,11564
16118,9432900250,20150309T000000,329990.0,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770
15740,6190500380,20141027T000000,546200.0,3,2.5,2678,6607,2.0,0,0,3,9,2678,0,1998,0,98028,47.738,-122.235,2780,6607
20876,8669180150,20150326T000000,300000.0,4,3.0,1984,4419,2.0,0,0,3,7,1984,0,2010,0,98002,47.3514,-122.213,2440,4418
15025,8822901024,20150423T000000,310000.0,3,2.0,1290,886,3.0,0,0,3,7,1290,0,2004,0,98125,47.7161,-122.295,1270,1152
10133,6648500390,20150226T000000,219000.0,3,2.25,1940,6500,1.0,0,0,3,8,1440,500,1979,0,98042,47.3565,-122.149,1880,8991
11161,3971700903,20150122T000000,422250.0,3,1.75,1650,7145,2.0,0,0,5,8,1300,350,1977,0,98155,47.7733,-122.324,1760,7206
7920,345700040,20140729T000000,315000.0,2,1.0,1010,7338,2.0,0,0,4,7,1010,0,1981,0,98056,47.5123,-122.19,1220,7719
17206,7016300050,20140723T000000,420000.0,4,2.5,2030,8100,1.0,0,0,3,7,1150,880,1973,0,98034,47.7404,-122.186,1770,8071
17655,4139440610,20140512T000000,746000.0,3,2.5,2620,8950,2.0,0,0,3,9,2620,0,1992,0,98006,47.5523,-122.119,2850,8809
21255,3814900660,20140721T000000,471835.0,4,2.5,3281,5354,2.0,0,0,3,9,3281,0,2014,0,98092,47.3273,-122.163,2598,4815
7824,2887702070,20141022T000000,490000.0,2,1.0,1420,4305,1.0,0,0,4,7,920,500,1941,0,98115,47.6864,-122.311,1420,4305
12286,727500030,20140715T000000,815000.0,3,1.5,1370,8671,1.0,0,0,3,7,1370,0,1955,0,98004,47.6217,-122.198,1580,8671
2532,1232000810,20150326T000000,537000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840
2730,9170500060,20140818T000000,649000.0,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,1790,11040
17523,4031000460,20140610T000000,199500.0,3,1.0,920,9812,1.0,0,0,4,7,920,0,1962,0,98001,47.2958,-122.284,1188,9812
7285,4477000290,20150311T000000,474950.0,4,1.75,2030,15400,1.0,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,2040,12425
10435,8643200060,20140923T000000,170500.0,3,1.0,1640,13939,1.0,0,0,3,7,1040,600,1960,0,98198,47.3947,-122.313,2080,13000
12590,6819100150,20140721T000000,677915.0,3,2.0,1740,3600,1.0,0,0,5,7,990,750,1923,0,98119,47.6448,-122.358,1250,3600
9067,3622069122,20140903T000000,665000.0,4,3.5,3770,47480,2.0,0,0,3,9,3770,0,2003,0,98010,47.3552,-121.99,3380,42689
18816,1745000090,20141110T000000,208000.0,3,1.5,1210,7247,1.0,0,0,4,7,1210,0,1967,0,98003,47.328,-122.321,1370,7869
10121,1939100560,20150116T000000,749950.0,4,2.5,2620,8312,2.0,0,0,3,9,2620,0,1990,0,98074,47.6272,-122.033,2260,8515
1731,7883603750,20141209T000000,337000.0,3,1.75,1400,6000,1.0,0,0,4,7,700,700,1919,0,98108,47.5283,-122.321,1030,6000
3202,723049596,20140509T000000,255000.0,2,1.0,810,7980,1.0,0,0,1,6,810,0,1928,0,98146,47.489,-122.337,1440,7980
813,3276930400,20141022T000000,625000.0,4,2.25,2220,36085,2.0,0,0,3,9,2220,0,1989,0,98075,47.5839,-121.991,3000,36906
11614,9406520260,20150128T000000,311000.0,4,2.5,1975,8734,2.0,0,0,3,7,1975,0,1996,0,98038,47.363,-122.034,1975,8538
13748,8562900180,20140509T000000,491300.0,3,1.75,1750,11340,1.0,0,1,4,7,1300,450,1987,0,98074,47.6099,-122.058,2310,11340
5008,1870400635,20150311T000000,805000.0,4,1.75,2360,4750,2.0,0,0,5,7,1660,700,1911,0,98115,47.6729,-122.293,1810,4750
8955,59000201,20150505T000000,611206.0,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300
5007,7454000605,20140710T000000,279000.0,2,1.0,670,6300,1.0,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300
14774,9412400220,20140710T000000,1612500.0,4,2.75,5470,18200,2.0,1,4,3,11,3730,1740,1992,0,98118,47.5316,-122.263,3620,15100
3123,1023059511,20141020T000000,527000.0,4,2.5,2900,6736,2.0,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736
16204,9407000920,20141001T000000,234000.0,3,1.5,1140,10300,1.5,0,0,4,6,1140,0,1967,0,98045,47.4452,-121.77,1250,9975
690,9133600075,20140821T000000,373000.0,3,1.75,1830,11788,1.0,0,1,3,8,1430,400,1958,0,98055,47.4862,-122.224,2140,11964
17182,7883601155,20140530T000000,240000.0,3,2.0,1330,6000,1.0,0,0,4,7,630,700,1900,0,98108,47.5255,-122.327,1140,6000
18824,6117501250,20140801T000000,569000.0,4,1.75,2400,21196,1.0,0,0,5,8,1590,810,1956,0,98166,47.4282,-122.347,2200,19134
301,3260800030,20140811T000000,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903
17304,8901000491,20140828T000000,390000.0,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095
2667,9274200316,20150409T000000,558000.0,3,2.5,1680,934,3.0,0,0,3,8,1680,0,2008,0,98116,47.5891,-122.387,1740,1280
15507,7214810050,20150416T000000,537000.0,4,2.25,2640,8800,1.0,0,0,3,8,1620,1020,1980,0,98072,47.7552,-122.148,2500,11700
11033,2592210370,20141031T000000,903000.0,3,2.75,3860,12786,2.0,0,0,4,10,3860,0,1984,0,98006,47.549,-122.141,2820,14636
17265,2625079030,20141028T000000,545000.0,3,2.5,3550,136343,2.0,0,0,3,10,3550,0,1977,0,98014,47.6223,-121.869,3080,215186
14359,106000395,20140624T000000,405000.0,3,1.0,1410,8053,1.0,0,0,4,7,1410,0,1951,0,98177,47.704,-122.367,1170,8042
1536,5363200200,20150402T000000,932800.0,5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140
5730,5634500170,20140819T000000,250000.0,2,1.0,950,11835,1.0,0,0,3,5,950,0,1932,0,98028,47.7494,-122.237,1690,12586
6199,7852180430,20150409T000000,450000.0,4,2.5,2070,3982,2.0,0,0,3,7,2070,0,2004,0,98065,47.531,-121.854,2340,4067
3266,9448300115,20141205T000000,425000.0,4,2.0,1390,4500,1.5,0,0,5,7,1390,0,1908,0,98108,47.5552,-122.311,1900,5460
21307,8562780280,20150220T000000,331000.0,2,2.25,1240,720,2.0,0,0,3,7,1150,90,2008,0,98027,47.5322,-122.072,1260,810
14079,5702380770,20150428T000000,280000.0,4,2.25,1600,7916,2.0,0,0,3,7,1600,0,1991,0,98022,47.194,-121.981,1540,7242
4130,1798000100,20140529T000000,750500.0,5,3.0,2170,2440,1.5,0,0,4,8,1450,720,1911,0,98115,47.6724,-122.317,2070,4000
9351,2413300730,20140924T000000,263500.0,4,1.75,2210,6375,1.0,0,0,3,8,1640,570,1977,0,98003,47.3268,-122.328,2070,7210
14762,8161000210,20140814T000000,530000.0,3,2.5,3150,21893,2.0,0,0,3,9,3150,0,2006,0,98014,47.6455,-121.901,2280,21886
8938,7524200330,20150316T000000,290000.0,4,2.0,1630,7618,1.5,0,0,3,7,1630,0,1967,0,98198,47.3658,-122.317,1320,8774
144,6071600370,20150227T000000,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
515,4402700070,20150311T000000,300000.0,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680
18543,2869200110,20140621T000000,930000.0,3,2.5,3290,6830,2.0,0,0,3,10,3290,0,2000,0,98052,47.6702,-122.142,3200,6227
16396,5458800415,20141105T000000,616000.0,3,1.5,1740,9840,1.0,0,0,4,8,1740,0,1963,0,98040,47.5748,-122.237,1930,9840
2096,1721059286,20150121T000000,383000.0,4,2.5,2640,8055,2.0,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055
8095,3589500315,20140919T000000,526000.0,3,3.25,1220,1281,2.0,0,0,3,8,930,290,2014,0,98105,47.67,-122.317,1303,3810
20891,2767600673,20140701T000000,460000.0,3,2.5,1450,1053,2.0,0,0,3,8,940,510,2008,0,98107,47.6754,-122.374,1410,1080
3812,8691400600,20141208T000000,750000.0,4,2.5,3290,7538,2.0,0,0,3,9,3290,0,2004,0,98075,47.598,-121.972,3450,7538
4263,5152100110,20150422T000000,530000.0,4,2.0,2150,14161,1.0,0,2,3,8,1330,820,1966,0,98003,47.3376,-122.323,2310,14034
16429,3425059173,20141028T000000,865000.0,4,4.0,2790,16117,2.0,0,0,4,9,2790,0,1999,0,98005,47.6033,-122.155,2740,25369
9444,3834000720,20150319T000000,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,1260,8148
20013,9524100207,20150130T000000,245000.0,2,1.5,690,1058,2.0,0,0,3,7,690,0,2005,0,98103,47.6951,-122.343,690,1058
18310,1646502055,20140613T000000,530100.0,3,1.0,1540,3399,1.5,0,0,3,7,1200,340,1926,0,98117,47.6853,-122.359,1500,3914
